Length,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z
  93.84,  -2.56,  -0.67, -12.44,-0.45, 0.06, 0.86
  95.92,   4.82,  -1.04,   6.16,-0.44, 0.01, 0.89
  96.96,  -6.28,   5.06, -18.18,-0.45, 0.03, 0.88
  97.40,   1.34,   4.15, -14.09,-0.45, 0.01, 0.88
  97.85,  -0.79,  -4.51,  -8.23,-0.45,-0.02, 0.88
  99.11,  -0.37,  -4.70,   6.83,-0.46,-0.04, 0.88
  99.40,   0.85,   6.95,   8.42,-0.45, 0.00, 0.89
 101.55,  -0.79,  -1.10,  -3.84,-0.47, 0.03, 0.86
 102.96,   1.04,  -2.56,  -5.49,-0.46, 0.02, 0.88
 105.34,  -3.84,  -5.06,   5.98,-0.46,-0.01, 0.88
 108.08,  -2.26,   2.01,  -8.42,-0.44, 0.01, 0.89
 110.46,  -0.67,   0.79,  -1.83,-0.45,-0.00, 0.89
 112.53,  -0.92,  -0.31,  -6.04,-0.47, 0.02, 0.87
 113.94,  -3.90,   4.21, -16.96,-0.46,-0.02, 0.87
 114.02,  -0.31,   0.06,   2.74,-0.46,-0.02, 0.89
 114.09,  -1.59,  -6.77,   8.48,-0.45,-0.00, 0.89
 116.17,   0.79,   5.12,  -2.38,-0.46, 0.00, 0.88
 117.95,   1.46,  -0.12,  -3.96,-0.47,-0.01, 0.87
 120.10,   1.22,   2.07,   0.31,-0.48,-0.00, 0.86
 121.88,   0.00,   3.96,   0.98,-0.47, 0.01, 0.86
 123.81,   0.85,  -2.44,  -3.54,-0.47,-0.01, 0.87
 125.14,  -2.56,  -1.65,  -9.52,-0.46,-0.01, 0.87
 126.11,   2.01,   3.54,   1.83,-0.47,-0.01, 0.87
 126.70,   2.99,  -0.92, -13.42,-0.47,-0.01, 0.87
 126.85,  -1.28,   2.01, -10.98,-0.46,-0.03, 0.87
 127.07,  -0.18,   4.45,  -0.43,-0.46,-0.02, 0.89
 127.82,  -0.06,  -5.67,   6.89,-0.47,-0.03, 0.88
 130.63,   2.68,  -5.49,  48.56,-0.46,-0.08, 0.89
 131.23,   4.51,  -3.84,  17.75,-0.45, 0.03, 0.87
 132.04,   4.70,   7.81,   4.33,-0.46, 0.05, 0.87
 133.45,   1.10,  -1.83,   2.68,-0.44, 0.01, 0.89
 133.90,  -2.50,  -4.09,  -8.91,-0.44, 0.02, 0.89
 136.27,   5.67, -10.00,   4.27,-0.46,-0.02, 0.88
 137.53,  14.52,  -1.28, -51.18,-0.47,-0.19, 0.86
 137.61,  51.00, -12.26, -30.93,-0.44,-0.21, 0.87
 138.57,  -6.83,   3.42,  -9.15,-0.34,-0.09, 0.94
 138.72,   2.44,  13.97, -36.17,-0.36,-0.12, 0.92
 139.39,  13.36,  -1.04,  -7.87,-0.35,-0.10, 0.93
 140.57, -14.15,   2.26,  28.43,-0.36,-0.14, 0.92
 140.80, -18.48,  -8.05,  24.58,-0.35,-0.08, 0.93
 142.28, -11.04,   2.44,   5.92,-0.36,-0.16, 0.91
 142.43,  -4.88,   3.36,  -4.70,-0.37,-0.11, 0.91
 143.25,  -0.92,   2.38, -10.31,-0.38,-0.15, 0.90
 146.21,  -4.76,  -0.24,   8.72,-0.38,-0.16, 0.89
 150.07,   0.49,  -7.75,  11.22,-0.36,-0.15, 0.91
 152.74,   1.16,  -0.85,   4.57,-0.36,-0.16, 0.93
 154.67,   0.98,  -1.77,  -1.16,-0.37,-0.11, 0.92
 157.71,  -9.03,   2.26,  13.73,-0.38,-0.15, 0.91
 160.75,   2.26,   3.84,  -6.22,-0.37,-0.14, 0.91
 165.13,   2.62,   1.40,   1.16,-0.38,-0.13, 0.91
 168.62,  -1.34,   1.77,   2.56,-0.36,-0.10, 0.92
 173.21,  -0.24,   4.03,  -0.18,-0.38,-0.13, 0.91
 177.67,   3.23,   1.83,  -0.18,-0.39,-0.09, 0.91
 182.56,   1.28,   0.31,  -3.11,-0.40,-0.10, 0.90
 186.94,   6.22,  -2.62,   1.77,-0.39,-0.07, 0.90
 191.69,   4.57,  -1.52,   1.95,-0.38,-0.08, 0.91
 197.47,   4.82,  -2.56,   3.60,-0.38,-0.11, 0.92
 204.15,   4.51,  -0.18,  -9.88,-0.38,-0.09, 0.92
 209.56,   2.93,  -1.95, -13.60,-0.38,-0.10, 0.92
 212.68,   7.69,   0.73, -27.63,-0.38,-0.11, 0.91
 213.72,   1.95,  -0.18,  -9.94,-0.38,-0.09, 0.91
 214.53,   5.73,   0.12,  -5.55,-0.38,-0.09, 0.91
 215.42,   0.31,   5.61,  -4.82,-0.39,-0.10, 0.90
 215.94,   2.26,   3.48,  -0.92,-0.39,-0.06, 0.91
 216.39,   3.17,  -0.18,   4.15,-0.39,-0.08, 0.91
 217.43,   1.65,   0.43,   4.27,-0.38,-0.10, 0.91
 218.24,   5.80,  -7.44,   7.99,-0.39,-0.05, 0.92
 221.80,   8.78,   0.00, -16.47,-0.39,-0.08, 0.91
 222.62,   9.70,  -6.77,  11.16,-0.39,-0.04, 0.91
 223.21,   7.81,   2.99,  -6.47,-0.39,-0.04, 0.91
 223.66,  32.27,  -1.10, -26.84,-0.37, 0.00, 0.93
 224.18,  52.83,   1.59, -45.20,-0.40,-0.06, 0.91
 224.55,  30.81,  -2.20, -37.09,-0.39, 0.06, 0.91
 224.92,  25.92, -22.33, -44.04,-0.40, 0.10, 0.87
 226.48,  -8.48,  -4.03,  -0.61,-0.41, 0.10, 0.90
 227.07,  -8.42,  -0.85,  -7.44,-0.42, 0.19, 0.86
 229.00,  -2.99,   4.33,   3.11,-0.42, 0.16, 0.88
 231.89,   6.53,  -0.55,  -3.84,-0.42, 0.14, 0.88
 236.05,   6.59,   3.05,  -3.36,-0.43, 0.15, 0.88
 240.72,   7.62,   5.92,  -6.77,-0.41, 0.22, 0.87
 246.58,   9.70,   0.79,   3.84,-0.43, 0.21, 0.87
 254.00,   2.62,  -1.83,   1.65,-0.42, 0.18, 0.88
 256.45,  -5.12, -13.60,  -4.39,-0.42, 0.12, 0.88
 257.11,   7.14,  -4.88,  -5.98,-0.41, 0.21, 0.87
 257.93,   3.42,  -3.42,  -1.28,-0.41, 0.20, 0.88
 258.30,   1.04,  -3.05,  -4.64,-0.41, 0.23, 0.87
 260.67,  -1.16,   2.93,  -7.32,-0.42, 0.15, 0.88
 262.90,  -2.68,  -5.06,  -1.46,-0.41, 0.24, 0.86
 265.27,   1.59,   4.76, -11.77,-0.40, 0.24, 0.86
 270.54,  -4.21,   5.61,   3.48,-0.42, 0.25, 0.85
 274.62,  -3.96,  -2.20,  -6.16,-0.41, 0.18, 0.89
 274.70,  19.34, -12.81,  39.16,-0.45, 0.38, 0.92
 274.77,-146.10, -77.35, 126.45, 0.27, 0.33, 0.87
